,location,total_sqft,bath,price,BHK
1606,Channasandra,1065.0,2.0,35.0,2
1607,Channasandra,1470.0,2.0,90.0,3
1608,Channasandra,1115.0,2.0,33.45,2
1609,Channasandra,1030.0,2.0,34.5,2
1610,Channasandra,4200.0,6.0,180.0,6
1611,Channasandra,1115.0,2.0,40.0,2
1612,Channasandra,1200.0,3.0,67.77,3
1613,Channasandra,1104.0,2.0,35.5,2
1614,Channasandra,1160.0,2.0,55.0,2
1615,Channasandra,1050.0,2.0,41.0,2
1616,Channasandra,1065.0,2.0,40.47,2
1618,Channasandra,1070.0,2.0,38.0,2
1619,Channasandra,1050.0,2.0,35.0,2
1620,Channasandra,1093.0,2.0,34.0,2
1621,Channasandra,808.0,2.0,40.0,2
1622,Channasandra,1010.0,2.0,36.0,2
1623,Channasandra,1123.0,2.0,36.0,2
1624,Channasandra,1000.0,2.0,35.0,2
1625,Channasandra,1500.0,4.0,89.45,4
1626,Channasandra,1330.0,2.0,51.83,3
1627,Channasandra,1093.0,2.0,37.0,2
1628,Channasandra,1115.0,2.0,35.8,2
1629,Channasandra,1500.0,3.0,61.95,3
1631,Channasandra,830.0,2.0,36.28,2
1632,Channasandra,1200.0,3.0,67.77,3
1633,Channasandra,1195.0,2.0,56.0,3
1634,Channasandra,1175.0,2.0,38.0,2
1635,Channasandra,1200.0,2.0,46.13,2
1636,Channasandra,1065.0,2.0,36.0,2
1637,Channasandra,1050.0,2.0,44.41,2
1638,Channasandra,1010.0,2.0,32.0,2
1639,Chikka Tirupathi,2600.0,5.0,120.0,4
1640,Chikka Tirupathi,2325.0,4.0,120.0,4
1641,Chikka Tirupathi,1808.0,4.0,80.27,3
1642,Chikka Tirupathi,3297.0,3.0,135.0,3
1643,Chikka Tirupathi,3500.0,5.0,150.0,4
1644,Chikka Tirupathi,2646.0,3.0,99.0,3
1645,Chikka Tirupathi,2704.0,5.0,105.0,4
1646,Chikka Tirupathi,2325.0,3.0,95.0,3
1647,Chikka Tirupathi,2325.0,4.0,120.0,4
1648,Chikka Tirupathi,3250.0,4.0,136.0,4
1649,Chikka Tirupathi,2665.0,5.0,125.0,4
1650,Chikkabanavar,950.0,2.0,40.0,2
1651,Chikkabanavar,1600.0,2.0,80.0,3
1652,Chikkabanavar,600.0,1.0,25.0,2
1653,Chikkabanavar,2460.0,7.0,80.0,4
1654,Chikkabanavar,2400.0,4.0,97.0,5
1655,Chikkabanavar,2000.0,4.0,65.0,5
1656,Chikkabanavar,1067.0,2.0,38.0,2
1657,Chikkabanavar,1320.0,2.0,46.0,3
1658,Chikkabanavar,4000.0,7.0,110.0,8
1660,Chikkalasandra,1100.0,2.0,50.0,2
1661,Chikkalasandra,1208.0,2.0,49.0,2
1662,Chikkalasandra,875.0,2.0,52.8,2
1664,Chikkalasandra,1800.0,1.0,128.0,2
1665,Chikkalasandra,1070.0,2.0,50.0,2
1666,Chikkalasandra,1230.0,2.0,48.0,2
1667,Chikkalasandra,1428.0,2.0,80.0,3
1668,Chikkalasandra,1070.0,2.0,42.8,2
1672,Chikkalasandra,1075.0,2.0,46.76,2
1675,Chikkalasandra,1070.0,2.0,45.48,2
1676,Chikkalasandra,1100.0,2.0,50.0,2
1679,Chikkalasandra,1224.0,2.0,45.0,2
1680,Chikkalasandra,1090.0,2.0,47.42,2
1683,Chikkalasandra,1325.0,2.0,59.0,2
1684,Chikkalasandra,1290.0,2.0,72.0,2
1687,Choodasandra,1115.0,2.0,50.0,2
1688,Choodasandra,1300.0,2.0,57.0,2
1689,Choodasandra,1530.0,3.0,77.0,3
1692,Choodasandra,1197.0,2.0,63.0,2
1693,Choodasandra,1465.0,3.0,75.0,3
1694,Choodasandra,1115.0,2.0,50.0,2
1695,Choodasandra,1215.0,2.0,59.0,2
1696,Choodasandra,1254.0,2.0,65.0,3
1697,Choodasandra,1580.0,3.0,105.0,3
1698,Choodasandra,725.0,2.0,36.0,2
1699,Choodasandra,2429.0,3.0,210.0,4
1701,Choodasandra,1075.0,2.0,45.0,2
1702,Choodasandra,1180.0,2.0,71.22,2
1703,Choodasandra,1140.0,2.0,62.0,2
1705,Choodasandra,1560.0,3.0,78.0,3
1706,Choodasandra,1065.0,2.0,46.0,2
1707,Choodasandra,1115.0,2.0,50.0,2
1709,Choodasandra,1115.0,2.0,50.0,2
1710,Cooke Town,3950.0,4.0,450.0,4
1711,Cooke Town,2388.0,4.0,239.0,3
1712,Cooke Town,1710.0,2.0,200.0,2
1713,Cooke Town,1310.0,2.0,111.0,2
1714,Cooke Town,3900.0,5.0,415.0,4
1715,Cooke Town,2560.0,4.0,310.0,3
1716,Cooke Town,2600.0,3.0,375.0,3
1717,Cooke Town,1100.0,2.0,90.0,2
1718,Cooke Town,2300.0,3.0,250.0,3
1719,Cox Town,1975.0,3.0,150.0,3
1720,Cox Town,1650.0,3.0,100.0,3
1721,Cox Town,1730.0,3.0,140.0,3
1722,Cox Town,1600.0,3.0,150.0,3
1723,Cox Town,1250.0,2.0,95.0,2
1724,Cox Town,1280.0,2.0,120.0,2
1725,Cox Town,1073.0,2.0,72.0,2
1726,Cox Town,1000.0,2.0,58.0,2
1727,Cox Town,1200.0,2.0,140.0,2
1728,Cunningham Road,5270.0,4.0,1250.0,4
1729,Cunningham Road,3875.0,3.0,864.0,3
1730,Cunningham Road,3875.0,3.0,800.0,3
1731,Cunningham Road,3815.0,3.0,763.0,3
1732,Cunningham Road,2880.0,3.0,501.0,3
1733,Cunningham Road,3489.0,3.0,662.0,3
1734,Cunningham Road,4170.0,3.0,800.0,3
1736,Cunningham Road,2700.0,3.0,501.0,3
1737,Cunningham Road,7500.0,6.0,1800.0,4
1738,Cunningham Road,2880.0,3.0,560.0,3
1739,Dairy Circle,1855.0,3.0,225.0,3
1740,Dairy Circle,1980.0,3.0,224.0,3
1741,Dairy Circle,3730.0,6.0,450.0,4
1742,Dairy Circle,3754.0,6.0,430.0,4
1743,Dairy Circle,3754.0,6.0,480.0,4
1744,Dairy Circle,1541.0,2.0,181.0,2
1745,Dairy Circle,2735.0,4.0,340.0,3
1746,Dairy Circle,3730.0,6.0,430.0,4
1747,Dasanapura,708.0,2.0,37.0,2
1748,Dasanapura,708.0,1.0,40.0,2
1749,Dasanapura,965.0,2.0,42.5,2
1751,Dasanapura,814.0,2.0,42.0,2
1752,Dasanapura,1163.0,2.0,65.0,2
1753,Dasanapura,1286.0,2.0,68.0,3
1754,Dasanapura,708.0,2.0,31.15,2
1755,Dasanapura,708.0,1.0,41.0,1
1756,Dasanapura,814.0,2.0,43.7,2
1757,Dasarahalli,1295.0,2.0,65.0,2
1759,Dasarahalli,1150.0,2.0,70.0,2
1760,Dasarahalli,2100.0,3.0,120.0,3
1761,Dasarahalli,1220.0,2.0,52.0,2
1762,Dasarahalli,1375.0,2.0,60.0,2
1763,Dasarahalli,1333.0,2.0,78.56,2
1764,Dasarahalli,1220.0,2.0,62.0,2
1765,Devanahalli,3210.0,2.0,192.0,4
1766,Devanahalli,1260.0,2.0,66.78,2
1767,Devanahalli,1282.0,2.0,68.52,3
1768,Devanahalli,1360.0,2.0,65.0,2
1770,Devanahalli,1408.0,2.0,85.0,2
1771,Devanahalli,1010.0,2.0,51.0,2
1772,Devanahalli,1080.0,2.0,53.35,2
1773,Devanahalli,2400.0,5.0,100.0,5
1776,Devanahalli,1174.0,2.0,59.0,2
1777,Devanahalli,3752.5,2.0,177.115,2
1778,Devanahalli,658.0,1.0,34.0,1
1779,Devanahalli,658.0,1.0,26.91,1
1780,Devanahalli,698.5,1.0,28.57,1
1781,Devanahalli,1080.0,2.0,52.0,2
1782,Devanahalli,1700.0,3.0,88.2,3
1783,Devanahalli,1498.0,3.0,79.15,3
1784,Devanahalli,1466.0,3.0,77.59,3
1785,Devanahalli,775.0,1.0,39.0,1
1786,Devanahalli,1020.0,2.0,49.87,1
1788,Devanahalli,1550.0,3.0,85.0,3
1790,Devanahalli,1340.0,2.0,65.0,2
1791,Devanahalli,2125.0,3.0,107.0,3
1794,Devanahalli,658.0,1.0,26.91,1
1796,Devanahalli,1010.0,2.0,58.0,2
1799,Devanahalli,1075.0,2.0,52.57,1
1801,Devarachikkanahalli,1250.0,2.0,40.0,2
1802,Devarachikkanahalli,1200.0,2.0,83.0,2
1803,Devarachikkanahalli,1170.0,2.0,40.0,2
1804,Devarachikkanahalli,615.0,1.0,24.0,1
1805,Devarachikkanahalli,1230.0,2.0,58.0,2
1806,Devarachikkanahalli,1425.0,2.0,65.0,3
1807,Devarachikkanahalli,947.0,2.0,43.0,2
1808,Devarachikkanahalli,1130.0,2.0,36.0,2
1809,Devarachikkanahalli,1417.0,2.0,76.0,3
1810,Devarachikkanahalli,1230.0,2.0,58.0,2
1811,Devarachikkanahalli,1705.0,3.0,75.0,3
1812,Devarachikkanahalli,1116.0,2.0,47.0,2
1813,Devarachikkanahalli,991.0,2.0,40.0,2
1815,Dodda Nekkundi,1260.0,2.0,55.0,2
1816,Dodda Nekkundi,850.0,2.0,28.0,2
1817,Dodda Nekkundi,1390.0,2.0,60.0,2
1818,Dodda Nekkundi,1804.0,3.0,121.0,3
1819,Dodda Nekkundi,1080.0,2.0,50.0,2
1820,Dodda Nekkundi,1999.0,3.0,132.0,3
1821,Dodda Nekkundi,1100.0,2.0,48.0,2
1822,Dodda Nekkundi,1999.0,3.0,135.0,3
1823,Dodda Nekkundi,1100.0,2.0,41.15,2
1824,Dodda Nekkundi,1252.0,2.0,71.0,3
1825,Dodda Nekkundi,1155.0,2.0,46.0,2
1826,Dodda Nekkundi,1128.0,2.0,45.0,2
1827,Dodda Nekkundi,1148.0,2.0,56.0,2
1829,Dodda Nekkundi,1145.0,2.0,46.5,2
1830,Dodda Nekkundi,1829.0,3.0,125.0,3
1831,Dodda Nekkundi,1100.0,2.0,41.16,2
1832,Dodda Nekkundi,1100.0,2.0,46.75,2
1833,Dodda Nekkundi,1315.0,2.0,50.0,2
1834,Dodda Nekkundi,1135.0,2.0,58.0,2
1835,Dodda Nekkundi,1100.0,2.0,41.18,2
1836,Dodda Nekkundi,1370.0,2.0,60.0,2
1837,Dodda Nekkundi,1200.0,2.0,71.0,2
1838,Dodda Nekkundi,1585.0,2.0,79.0,3
1839,Dodda Nekkundi,1005.0,2.0,45.0,2
1840,Dodda Nekkundi,1264.0,2.0,52.0,2
1841,Doddaballapur,1690.0,3.0,80.0,4
1842,Doddaballapur,4200.0,4.0,325.0,4
1843,Doddaballapur,3876.0,3.0,300.0,3
1844,Doddaballapur,2776.0,4.0,195.0,3
1845,Doddaballapur,2440.0,3.0,142.0,3
1846,Doddaballapur,2400.0,3.0,200.0,4
1847,Doddaballapur,654.0,1.0,49.0,1
1848,Doddaballapur,3206.0,5.0,270.0,4
1849,Doddakallasandra,1010.0,2.0,40.39,2
1854,Doddakallasandra,1010.0,2.0,40.39,2
1855,Doddakallasandra,1072.0,2.0,42.87,2
1856,Doddakallasandra,1010.0,2.0,40.4,2
1857,Doddakallasandra,1010.0,2.0,41.0,2
1858,Doddakallasandra,1072.0,2.0,42.87,2
1859,Doddathoguru,970.0,2.0,33.0,2
1860,Doddathoguru,1050.0,2.0,32.0,2
1861,Doddathoguru,850.0,2.0,25.0,2
1862,Doddathoguru,1030.0,2.0,42.0,2
1863,Doddathoguru,1549.0,3.0,65.0,3
1865,Doddathoguru,550.0,1.0,17.0,1
1866,Doddathoguru,1015.0,2.0,33.5,2
1867,Doddathoguru,1104.0,2.0,39.0,2
1868,Doddathoguru,915.0,2.0,32.0,2
1869,Doddathoguru,750.0,1.0,25.5,1
1870,Doddathoguru,1595.0,3.0,62.0,3
1871,Doddathoguru,855.0,2.0,32.0,2
1872,Doddathoguru,1105.0,2.0,50.0,2
1873,Doddathoguru,925.0,2.0,30.0,2
1875,Doddathoguru,1208.0,3.0,45.0,3
1876,Doddathoguru,1100.0,2.0,50.0,2
1877,Doddathoguru,940.0,2.0,32.9,2
1878,Doddathoguru,1382.0,3.0,65.0,3
1879,Doddathoguru,1107.0,2.0,44.0,2
1880,Doddathoguru,907.0,2.0,40.0,2
1881,Doddathoguru,1783.0,3.0,85.0,3
1882,Doddathoguru,550.0,1.0,17.0,1
1883,Dodsworth Layout,30000.0,4.0,2100.0,4
1884,Dodsworth Layout,1400.0,2.0,80.0,2
1885,Dodsworth Layout,1717.0,3.0,99.0,3
1886,Dodsworth Layout,1594.0,3.0,99.0,3
1887,Dodsworth Layout,1893.0,3.0,115.0,3
1888,Dodsworth Layout,1400.0,2.0,85.0,2
1889,Dodsworth Layout,30400.0,4.0,1824.0,6
1890,Domlur,1540.0,3.0,90.0,3
1891,Domlur,1875.0,2.0,150.0,3
1892,Domlur,1429.0,3.0,86.0,3
1893,Domlur,640.0,1.0,55.0,1
1894,Domlur,1050.0,2.0,85.0,2
1895,Domlur,1800.0,3.0,150.0,3
1896,Domlur,1720.0,3.0,135.0,3
1897,Domlur,1950.0,3.0,165.0,3
1898,Domlur,2180.0,3.0,285.0,3
1899,Domlur,650.0,1.0,70.0,1
1900,Domlur,780.0,1.0,70.0,1
1901,Domlur,2180.0,3.0,285.0,3
1902,Domlur,1740.0,3.0,120.0,3
1903,Domlur,1695.0,3.0,125.0,3
1904,Domlur,1246.0,2.0,95.0,2
1905,Domlur,2100.0,3.0,145.0,3
1906,Domlur,1276.0,2.0,80.0,2
1907,Domlur,1850.0,3.0,180.0,3
1908,Domlur,2955.0,3.0,235.0,3
1909,Domlur,1650.0,3.0,180.0,3
1910,Dommasandra,805.0,2.0,22.14,2
1912,Dommasandra,1267.0,3.0,56.0,3
1913,Dommasandra,1200.0,2.0,50.0,2
1914,Dommasandra,2700.0,3.0,68.0,4
1916,Dommasandra,1153.0,2.0,43.5,2
1917,Dommasandra,1500.0,2.0,40.0,2
1918,Dommasandra,1090.0,2.0,43.5,2
1919,Dommasandra,850.0,2.0,25.4,2
1920,Dommasandra,674.0,1.0,19.9,2
1921,Dommasandra,999.0,2.0,32.9,2
1922,EPIP Zone,1499.0,5.0,102.0,3
1923,EPIP Zone,1285.0,2.0,82.0,2
1924,EPIP Zone,2330.0,3.0,162.0,3
1925,EPIP Zone,1330.0,2.0,92.5,2
1926,EPIP Zone,1330.0,2.0,86.98,2
1927,EPIP Zone,1330.0,2.0,93.36,2
1929,EPIP Zone,1500.0,3.0,102.0,3
1930,EPIP Zone,1280.0,2.0,69.0,2
1931,EPIP Zone,1125.0,2.0,65.0,2
1932,EPIP Zone,1734.0,3.0,125.0,3
1934,EPIP Zone,1343.0,2.0,86.0,2
1935,EPIP Zone,2350.0,4.0,163.0,3
1936,EPIP Zone,1860.0,3.0,130.0,3
1937,EPIP Zone,2210.0,3.0,165.0,3
1938,EPIP Zone,2710.0,3.0,177.0,3
1941,Electronic City,1025.0,2.0,47.0,3
1944,Electronic City,1500.0,2.0,64.5,3
1945,Electronic City,1060.0,2.0,60.0,2
1946,Electronic City,1152.0,2.0,64.5,2
1948,Electronic City,770.0,1.0,36.0,2
1949,Electronic City,1070.0,2.0,52.0,2
1950,Electronic City,1025.0,2.0,46.0,2
1951,Electronic City,589.0,1.0,27.0,1
1953,Electronic City,910.0,2.0,40.0,2
1954,Electronic City,1108.0,2.0,63.0,2
1955,Electronic City,1128.0,2.0,65.0,2
1956,Electronic City,1800.0,3.0,95.0,3
1957,Electronic City,630.0,1.0,34.65,1
1958,Electronic City,1128.0,2.0,63.0,2
1959,Electronic City,1599.0,3.0,99.0,3
1962,Electronic City,1070.0,2.0,55.0,2
1963,Electronic City,940.0,2.0,41.0,2
1965,Electronic City,1128.0,2.0,68.75,2
1966,Electronic City,1342.0,2.0,73.3,2
1967,Electronic City,1360.0,2.0,71.0,3
1969,Electronic City,1265.0,2.0,56.93,2
1970,Electronic City,1691.0,2.0,102.0,3
1971,Electronic City,1128.0,2.0,65.49,2
1974,Electronic City,1070.0,2.0,56.1,2
1975,Electronic City,2000.0,4.0,120.0,4
1976,Electronic City,890.0,2.0,45.0,2
1977,Electronic City,1128.0,2.0,65.65,2
1978,Electronic City,865.0,2.0,42.0,2
1980,Electronic City,910.0,2.0,42.0,2
1982,Electronic City,1360.0,2.0,75.0,3
1983,Electronic City,770.0,1.0,40.0,2
1984,Electronic City,1128.0,2.0,64.0,2
1985,Electronic City,1070.0,2.0,54.0,2
1987,Electronic City,1571.0,3.0,89.0,3
1988,Electronic City,1111.0,3.0,50.0,3
1989,Electronic City,870.0,2.0,39.5,2
1991,Electronic City,1374.0,2.0,72.0,3
1993,Electronic City,1128.0,2.0,65.35,2
1994,Electronic City,1128.0,2.0,65.0,2
1995,Electronic City,755.0,1.0,34.0,2
1999,Electronic City,1563.0,3.0,91.84,3
2000,Electronic City,1652.0,3.0,70.0,3
2002,Electronic City,1025.0,2.0,54.5,2
2004,Electronic City,1350.0,3.0,58.0,3
2007,Electronic City,1700.0,3.0,75.0,3
2009,Electronic City,1128.0,2.0,68.0,2
2010,Electronic City,700.0,1.0,35.0,1
2011,Electronic City,1360.0,2.0,70.5,3
2013,Electronic City,1571.0,3.0,105.0,3
2017,Electronic City,1600.0,3.0,104.0,3
2019,Electronic City,1500.0,2.0,100.0,3
2023,Electronic City,1152.0,2.0,65.0,2
2024,Electronic City,1070.0,2.0,60.0,2
2025,Electronic City,1128.0,2.0,65.5,2
2026,Electronic City,1200.0,2.0,59.0,2
2027,Electronic City,1152.0,2.0,65.75,2
2029,Electronic City,1070.0,2.0,55.0,2
2030,Electronic City,1060.0,2.0,58.0,2
2031,Electronic City,1025.0,2.0,54.1,2
2036,Electronic City,1500.0,2.0,78.0,3
2037,Electronic City,1213.0,2.0,59.32,2
2038,Electronic City,1575.0,3.0,90.0,3
2039,Electronic City,435.0,1.0,19.5,1
2040,Electronic City,1449.0,3.0,100.0,3
2042,Electronic City,1125.0,2.0,58.0,2
2044,Electronic City,1575.0,3.0,101.0,3
2046,Electronic City,550.0,1.0,12.0,1
2047,Electronic City,919.0,2.0,40.0,2
2048,Electronic City,1500.0,2.0,78.25,3
2049,Electronic City,1363.0,2.0,79.0,2
2052,Electronic City,1108.0,2.0,67.15,2
2054,Electronic City,1128.0,2.0,65.7,2
2056,Electronic City,1060.0,2.0,51.0,2
2058,Electronic City,1650.0,3.0,100.0,3
2060,Electronic City,1025.0,2.0,49.0,2
2062,Electronic City,1449.0,3.0,90.0,3
2064,Electronic City,1070.0,2.0,58.0,2
2065,Electronic City,1210.0,2.0,54.0,2
2066,Electronic City,1500.0,2.0,75.0,3
2068,Electronic City,1070.0,2.0,52.0,2
2069,Electronic City,2435.0,4.0,119.0,4
2074,Electronic City,1073.0,2.0,60.0,2
2075,Electronic City,1500.0,2.0,78.0,3
2076,Electronic City,1070.0,2.0,47.0,2
2077,Electronic City,1296.0,2.0,65.0,2
2078,Electronic City,1140.0,2.0,70.93,2
2084,Electronic City,2093.0,4.0,104.0,4
2085,Electronic City,1025.0,2.0,53.9,2
2086,Electronic City,940.0,2.0,54.0,2
2087,Electronic City,435.0,1.0,21.0,1
2088,Electronic City,1500.0,2.0,77.5,3
2089,Electronic City,1631.0,3.0,80.0,3
2090,Electronic City,1355.0,2.0,67.0,2
2093,Electronic City,435.0,1.0,22.0,1
2095,Electronic City,1039.0,2.0,50.0,2
2096,Electronic City,770.0,1.0,39.9,2
2098,Electronic City,1128.0,2.0,64.0,2
2099,Electronic City,605.0,1.0,13.31,1
2101,Electronic City,530.0,1.0,13.5,1
2102,Electronic City,1070.0,2.0,53.0,2
2105,Electronic City,1571.0,3.0,83.0,3
2107,Electronic City,1350.0,3.0,66.0,3
2108,Electronic City,1652.0,3.0,110.0,3
2112,Electronic City,1128.0,2.0,65.58,2
2113,Electronic City,635.0,1.0,28.0,1
2114,Electronic City,1128.0,2.0,65.4,2
2117,Electronic City,1355.0,2.0,72.9,2
2121,Electronic City,770.0,1.0,35.0,2
2123,Electronic City,865.0,2.0,40.0,2
2126,Electronic City,1108.0,2.0,63.0,2
2127,Electronic City,630.0,1.0,40.5,1
2130,Electronic City,605.0,1.0,22.0,1
2132,Electronic City,1070.0,2.0,48.0,2
2134,Electronic City,1360.0,2.0,70.0,3
2135,Electronic City,635.0,1.0,28.0,1
2136,Electronic City,1128.0,2.0,65.45,2
2137,Electronic City,890.0,2.0,40.0,2
2142,Electronic City,1360.0,2.0,58.0,3
2145,Electronic City,630.0,1.0,33.7,1
2149,Electronic City,1400.0,3.0,90.0,3
2150,Electronic City,1287.0,3.0,55.0,3
2151,Electronic City,1258.0,2.0,85.5,2
2152,Electronic City,1386.0,2.0,85.0,2
2153,Electronic City,550.0,1.0,27.0,1
2154,Electronic City,1025.0,2.0,50.0,2
2156,Electronic City,1070.0,2.0,55.0,2
2157,Electronic City,1342.0,2.0,72.0,2
2158,Electronic City,1275.0,3.0,70.0,3
2159,Electronic City,770.0,1.0,38.0,2
2164,Electronic City,1644.0,3.0,92.59,3
2165,Electronic City,1250.0,2.0,62.0,2
2168,Electronic City,418.0,1.0,12.0,1
2169,Electronic City,1128.0,2.0,64.8,2
2172,Electronic City,1060.0,2.0,55.0,2
2173,Electronic City,710.0,1.0,40.42,1
2176,Electronic City,1275.0,3.0,63.43,3
2177,Electronic City,1518.0,3.0,75.0,3
2178,Electronic City,1090.0,2.0,31.48,1
2181,Electronic City,1060.0,2.0,55.0,2
2183,Electronic City,1353.0,2.0,75.0,2
2185,Electronic City,1128.0,2.0,67.0,2
2186,Electronic City,1070.0,2.0,57.0,2
2187,Electronic City,1700.0,3.0,90.0,3
2189,Electronic City,750.0,1.0,35.0,1
2190,Electronic City,1210.0,2.0,55.0,2
2191,Electronic City,1070.0,2.0,60.0,2
2196,Electronic City,1615.0,3.0,97.0,3
2198,Electronic City,1221.0,2.0,68.0,2
2200,Electronic City,1500.0,3.0,73.0,3
2201,Electronic City,995.0,2.0,48.0,2
2202,Electronic City,1342.0,2.0,90.0,2
2204,Electronic City,1128.0,2.0,63.5,2
2205,Electronic City,589.0,1.0,29.0,1
2208,Electronic City,1575.0,3.0,94.5,3
2209,Electronic City,1070.0,2.0,48.0,2
2210,Electronic City,1025.0,2.0,54.0,2
2211,Electronic City,1500.0,2.0,70.0,3
2212,Electronic City,1500.0,2.0,64.5,3
2214,Electronic City,2093.0,4.0,134.0,4
2216,Electronic City,1355.0,2.0,73.0,2
2217,Electronic City,1360.0,2.0,64.99,3
2218,Electronic City,1060.0,2.0,52.0,2
2219,Electronic City Phase II,1056.0,2.0,39.07,2
2220,Electronic City Phase II,1020.0,2.0,30.6,2
2221,Electronic City Phase II,1069.0,2.0,45.0,2
2222,Electronic City Phase II,630.0,1.0,28.35,1
2224,Electronic City Phase II,1000.0,2.0,25.0,2
2225,Electronic City Phase II,1090.0,2.0,28.34,2
2226,Electronic City Phase II,2225.0,4.0,98.88,4
2228,Electronic City Phase II,775.0,2.0,38.0,2
2229,Electronic City Phase II,1266.0,2.0,59.0,2
2230,Electronic City Phase II,1000.0,2.0,28.88,2
2233,Electronic City Phase II,972.0,2.0,44.0,2
2235,Electronic City Phase II,1031.0,2.0,55.0,2
2236,Electronic City Phase II,1003.0,2.0,40.6,2
2237,Electronic City Phase II,1031.0,2.0,56.35,2
2239,Electronic City Phase II,1395.0,2.0,62.78,3
2240,Electronic City Phase II,1160.0,2.0,33.5,2
2241,Electronic City Phase II,1065.0,2.0,30.75,2
2242,Electronic City Phase II,1219.0,2.0,61.25,2
2244,Electronic City Phase II,1000.0,2.0,28.88,2
2245,Electronic City Phase II,1790.0,3.0,100.0,3
2246,Electronic City Phase II,769.0,2.0,40.0,2
2248,Electronic City Phase II,900.0,2.0,32.5,2
2251,Electronic City Phase II,993.0,2.0,50.0,3
2252,Electronic City Phase II,1418.0,3.0,52.47,3
2253,Electronic City Phase II,1070.0,2.0,45.0,2
2256,Electronic City Phase II,1140.0,2.0,33.06,2
2257,Electronic City Phase II,1089.0,2.0,32.67,2
2258,Electronic City Phase II,1031.0,2.0,55.0,2
2259,Electronic City Phase II,1253.0,2.0,65.8,2
2261,Electronic City Phase II,1160.0,2.0,33.5,2
2262,Electronic City Phase II,975.0,2.0,45.0,3
2263,Electronic City Phase II,6000.0,4.0,260.0,4
2264,Electronic City Phase II,1116.0,2.0,37.0,2
2265,Electronic City Phase II,1125.0,2.0,29.25,2
2266,Electronic City Phase II,1000.0,2.0,28.88,2
2267,Electronic City Phase II,1000.0,2.0,28.88,2
2268,Electronic City Phase II,1000.0,2.0,28.88,2
2269,Electronic City Phase II,1165.0,2.0,30.29,2
2270,Electronic City Phase II,3550.0,2.0,167.5,4
2271,Electronic City Phase II,1031.0,2.0,53.0,2
2273,Electronic City Phase II,1065.0,2.0,30.88,2
2275,Electronic City Phase II,1549.0,3.0,80.0,3
2276,Electronic City Phase II,1065.0,2.0,56.13,2
2278,Electronic City Phase II,920.0,2.0,26.0,2
2279,Electronic City Phase II,1140.0,2.0,33.84,2
2280,Electronic City Phase II,1219.0,2.0,61.26,2
2281,Electronic City Phase II,1252.0,2.0,65.0,3
2282,Electronic City Phase II,1125.0,2.0,32.49,2
2284,Electronic City Phase II,1286.0,2.0,69.0,2
2286,Electronic City Phase II,1140.0,2.0,32.92,2
2287,Electronic City Phase II,1116.0,2.0,40.0,2
2288,Electronic City Phase II,1150.0,3.0,46.0,3
2289,Electronic City Phase II,1192.0,2.0,47.0,3
2291,Electronic City Phase II,1020.0,2.0,32.0,2
2292,Electronic City Phase II,1900.0,3.0,97.0,4
2293,Electronic City Phase II,1020.0,2.0,27.43,2
2294,Electronic City Phase II,1025.0,2.0,26.65,2
2295,Electronic City Phase II,1020.0,2.0,29.45,2
2296,Electronic City Phase II,1000.0,2.0,28.88,2
2298,Electronic City Phase II,1140.0,2.0,28.5,2
2299,Electronic City Phase II,1125.0,2.0,32.49,2
2300,Electronic City Phase II,1200.0,2.0,34.65,2
2301,Electronic City Phase II,1160.0,2.0,52.2,2
2302,Electronic City Phase II,1244.0,2.0,55.0,2
2303,Electronic City Phase II,1160.0,2.0,33.51,2
2306,Electronic City Phase II,972.0,2.0,40.0,2
2307,Electronic City Phase II,1160.0,2.0,33.51,2
2309,Electronic City Phase II,1090.0,2.0,31.48,2
2310,Electronic City Phase II,1140.0,2.0,32.92,2
2311,Electronic City Phase II,650.0,1.0,35.0,1
2312,Electronic City Phase II,1155.0,2.0,57.0,2
2313,Electronic City Phase II,1800.0,3.0,92.0,3
2314,Electronic City Phase II,1300.0,2.0,28.0,2
2315,Electronic City Phase II,1160.0,2.0,33.5,2
2316,Electronic City Phase II,1025.0,2.0,29.6,2
2317,Electronic City Phase II,829.0,2.0,22.8,2
2318,Electronic City Phase II,2187.5,4.0,105.0,4
2319,Electronic City Phase II,1252.0,2.0,67.0,2
2321,Electronic City Phase II,1125.0,2.0,32.63,2
2322,Electronic City Phase II,1140.0,2.0,34.0,2
2325,Electronic City Phase II,1252.0,2.0,65.0,3
2326,Electronic City Phase II,1135.0,2.0,46.0,2
2327,Electronic City Phase II,1305.0,3.0,65.0,3
2328,Electronic City Phase II,1165.0,2.0,33.64,2
2330,Electronic City Phase II,1336.0,2.0,50.35,3
2331,Electronic City Phase II,575.0,1.0,16.75,1
2332,Electronic City Phase II,925.0,2.0,49.82,3
2333,Electronic City Phase II,1065.0,2.0,30.76,2
2334,Electronic City Phase II,1065.0,2.0,30.75,2
2335,Electronic City Phase II,1140.0,2.0,33.06,2
2336,Electronic City Phase II,911.0,2.0,26.5,2
2337,Electronic City Phase II,1200.0,2.0,34.65,2
2338,Electronic City Phase II,1031.0,2.0,54.48,2
2342,Electronics City Phase 1,1475.0,3.0,78.29,3
2343,Electronics City Phase 1,1490.0,3.0,78.8,3
2344,Electronics City Phase 1,1113.27,2.0,53.0,2
2345,Electronics City Phase 1,1490.0,3.0,84.0,3
